,작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
65,he****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250427,5,,"디자인이 심플하면서도 고급스러워서 한눈에 반했어요ㅎㅎ 손에 착 감기는 그립감도 정말 좋고, 무게감도 가벼워서 들고 다니기 편해요. 액상 누수 없이 깔끔하게 잘 쓰는중! 블랙 컬러라 어디서든 부담 없이 꺼내기 좋고, 사용감도 부드러워 대만족입니당 ㅎㅎ",0
66,luck*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 건메탈,20250504,5,,실물로 받아보니 디자인이 세련되니 고급스럽고 이쁘네요 팟 장착 단단하게 장착 잘되고 화면에 배터리잔량도 뜨고 배터리도 길어서 사용하기 좋아요,0
67,iass*****,옵션 선택: 단일 상품 / 색상 선택: 건메탈 / 드립팁 선택: X,20250508,5,,디자인도 고급스럽고 무게감도 가벼워서 쓰기 편하네요!! 크기도 적당해서 휴대하기도 좋고 깔끔하게 관리하기도 좋아 만족입니다~,0
68,iama***,옵션 선택: 닷모드 투엑스 / 색상 선택: 그린,20250507,5,,전담 초짜이긴 한데 딱 봐도 모양이 좋아보여서 사게 됐어요 배터리 크다고는 들었는데 확실히 하루 쓰긴 딱 좋네요 맛은 당연히 굳굳~~,0
69,1728****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250430,5,,처음이라 사장님과 직통도 했는데 정말 친절하시고 안내도 잘 해주셔서 정말 만족합니다 제품도 꼼꼼히 포장해주셔서 안전하게 잘 받았어요 또 이용하도록 하겠습니다~,0
70,kwon******,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250502,5,,역시닷모드. 팟도 새는거없고. 좋아요,0
71,heyo****,옵션 선택: 단일 상품 / 색상 선택: 블랙 / 드립팁 선택: X,20250502,5,,사용법도 간단하규 아주 좋아요,0
72,cjsd********,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250503,5,,여전히 잘 쓰고 있습니다. 누수도 없고 좋아여,0
73,im_g****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250416,5,,구매 전 여러 커뮤니티에서 비슷한 가격대 기기에 비해 아쉬운 점이 많다는 소리를 들었는데 그냥 디자인 하나 때문이라도 흘려들을만 함 심지어 재구매 의사 까지 있음,0
74,whan*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 건메탈,20250430,5,,연초 끊고 지인추천으로 구매했는데 괜찮네요 ~,0
75,cds9****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250502,5,,진짜 닷은 언제써도 최고입니다,0
76,mins*******,옵션 선택: 찰떡 패키지 / 색상 선택: 카본 레더 / 드립팁 선택: 블랙,20250503,5,,배송도 빠르고 좋습니다~,0
77,dood***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250503,5,,없으면 안됩니다 최고,0
78,pink********,옵션 선택: 단일 상품 / 색상 선택: 건메탈 / 드립팁 선택: X,20250507,5,,맛표현 좋고 연무량 정말부드러우니 좋아요 디자인 깔끔 하고 고급스러워 좋았어요 만족스러워 재구매의사 있어요,0
79,jun4***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250429,5,,입문자용으로도 좋고 만족도도 매우 높습니다,0
80,xg****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250412,5,,맛도 괜찮고 배터리도 좋고 누수도 없고 좋은데 드릴팁이 짧은게 흠이네요 너무 입술에 부딪하는 구조라서 약간 아쉬워요,0
81,mose*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250502,5,,연초만 피다가 이번에 전자담배로 바꾸려고 샀는데 사용해보니 바꾸길 잘한거 같네요 작동잘되고 충전도 잘되네요,0
82,re****,옵션 선택: 닷모드 투엑스 / 색상 선택: 퍼플,20250429,5,,지금까지 써본 전담 중에 제일 좋아요,0
83,001a****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250501,5,,일어 버려서 다시 구매 했습니다 좋습니다,0
84,wjdt******,옵션 선택: 닷모드 투엑스 / 색상 선택: 퍼플,20250417,5,,기기분실해서.다시 구매 배송겁나빠름 전에 레드 색상 구매했는데 이번에는 퍼플 구매 진짜 넘 이쁨,0
85,mrmi***,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250425,5,,기존 닷팟s 쓰다가 새로 주문했는데 너무 이쁩니다 액상튐이나 누수는 지켜보겠습니다,0
86,wlso****,옵션 선택: 닷모드 투엑스 / 색상 선택: 실버,20250504,5,,편하게 잘 쓰고 있어요,0
87,yhg0****,옵션 선택: 닷모드 투엑스 / 색상 선택: 그린,20250426,5,,급하게 필요했는데 빠른 배송 고맙습니당!~ ㅎㅎ 아는 형님도 한번 해보더니 좋다해서 추천까지했어요~ㅎ 여기저기 많이 사봤지만 여기가 가장 좋았어요~,0
88,prom***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250416,5,,"배송빠르고 깔끔한 디자인, 발라리안에서 넘어 왔는데 꽤 괜찮네요. 좀 더 사용 해 보겠습니다",0
89,chan******,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250501,5,,좋습니다 아주 좋아요,0
90,bdbd***,옵션 선택: 닷모드 투엑스 / 색상 선택: 건메탈,20250405,5,,디자인도 이쁘고 손에 착감기는게 너무 좋네요^^,1
91,choj****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250501,5,,잔고장도 없고 잘쓰는 중입니다.,0
92,blue******,옵션 선택: 단일 상품 / 색상 선택: 블랙 / 드립팁 선택: X,20250503,5,,연초에서 전자담배 넘어오고 2번째 디바이스 구매입니다 첫번째는 대충 알아보고 사서 여러모로 저랑 안맞았는데 이제품은 타격감이나 연무량이나 맛표현까지 다 좋네요,0
93,ksh8***,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250430,5,,항상 확인하는거지만 되게 이쁩니다 굿굿,0
94,hegu****,옵션 선택: 닷모드 투엑스 / 색상 선택: 티파니 블루,20250430,5,,신기할 정도로 누수가 전혀 없습니다.,0
95,yjy9***,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250415,5,,생각보다 아담하고 고급져요.,0
96,scud****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250503,5,,잘 사용하고 있습니다.,0
97,aofl****,옵션 선택: 닷모드 투엑스 / 색상 선택: 건메탈,20250430,5,,액상 교체가 쉽고 디자인도 고급스럽고 이뻐요 ㅎ 충전배터리도 길어서 한번 충전으로 오래 사용하기에도 좋네요 ! 흡입감도 만족스러워요ㅎ,0
98,20****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 스모크,20250419,5,,액상소모가 빠르고 팟 수명이 다소 짧지만 누수하나는 기가막히게 잡았네요 만족합니다,0
99,butt********,옵션 선택: 단일 상품 / 색상 선택: 블랙 / 드립팁 선택: X,20250502,5,,케이스가 고급스러워서 맘에들어요 흡입감도 좋고 그립감도 좋아서 다른건 이제 못쓸거 같아요 ㅎㅎ,0
100,cpth*****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250408,5,,전에 사용하던 닷모드투엑스 기기 2개중 1개가 충전단자 고장으로 충전이 잘 안되서 한개 더 구매했습니다. 기존 검정보다 카본이 더 이쁜것 같아요 잘사용하겠습니다,0
101,hnjy***,옵션 선택: 단일 상품 / 색상 선택: 실버 / 드립팁 선택: X,20250501,5,,"디자인 심플하고 깔끔해서 구매했어요! 흡입력 좋고, 액상 안샙니다~ 멘솔액상 쓰는데 맛 표현 깔끔해서 좋아요",0
102,re****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250424,5,,좋은제품 + 빠른배송 감사합니다 👍,0
103,lees*****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250420,5,,하나 고장나서 새로샀어요 너무좋아요 이거,0
104,yj****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250426,5,,기존에 사용하던 전자담배가 고장나서 새로 샀어요 배터리용량도 대용량이라 충전하면 오래 쓸수 있어서 좋아요 튼튼하고 디자인도 깔끔하네요!,0
105,pise***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250406,3,,구매한지 두달정도 팁이 헐렁거리면서 주머니에서 빠지고 누수없다고 하지만 주입구쪽에서 어느정도의 누수 있음 흡입센서 한달정도만에 고장 as보내야되는데 귀찮고 그동안 대체할수있는것도 없어서 as보낸기간동안 하나 더 구매해야하나싶다가 제품 신뢰성이 떨어져버려 다른 브랜드 구매,0
106,rlat********,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250408,5,,제품 배송도 빠르고 상품도 하자없는 좋은 제품 받았습니다 엄청 이쁘네요 이제 못생긴 전담은 필맛도 안납니다 아싸가 아니시라면 구매강추,0
107,comi******,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250502,5,,처음 써보는데 아직은 잘 모르겠어요 진짜 누수없는지 좀 사용해봐야지요,0
108,yoin***,옵션 선택: 닷모드 투엑스 / 색상 선택: 레드,20250422,5,,이전 닷모드보다 액상도 오래가고 코일도 오래가서 좋아요,0
109,cock********,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250426,5,,디자인도 이쁘고 마음에 들어요~~,0
110,ps****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250507,5,,좋습니다. 맛표현은 조금 떨어지지만 탄맛 하나도 안올라오고 불편함 없이 잘 쓰고있어요,0
111,man2****,옵션 선택: 닷모드 투엑스 / 색상 선택: 레드,20250425,5,,내용물이 새지않아서 좋아요,0
112,www2***,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250424,5,,밧데리오래가고 디자인도이쁘네요,0
113,cvb3***,옵션 선택: 닷모드 투엑스 / 색상 선택: 건메탈,20250427,5,,"입호흡 전자담배 몇개 사용해봤지만 이번꺼가 젤 저한테 잘 맞네요 디자인,컬러,그립감도 좋고 흡입감도 굿굿 연무량도 풍부하고 배터리 사용 시간도 길어요",0
114,roka********,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250416,4,,베터리 빵빵 탱크용량 빵빵 좋습니다 여러가디 다 써봤는데 다들 내구성이 떨어져서 금방 버렸습니다 이건 사용해봐야 알겠네요,0
115,frat******,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250503,5,,잘 쓰고 잇어요~~,0
116,iceb*****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250502,5,,그냥 무결점입니다ㅋㅋ,0
117,tang*********,옵션 선택: 닷모드 투엑스 / 색상 선택: 실버,20250424,5,,원래 쓰던 전담이 액상이 너무 새서 기계를 바꿔봤는데 이 제품은 새는거 없어서 좋아요. 기계가 깔끔해서 딱 제 스타일입니다.,0
118,nc-m****,옵션 선택: 닷모드 투엑스 / 색상 선택: 로얄 블루,20250426,5,,사무실로 받아봤는데 포장도 잘 되어왔네요 ! 추가 구매하러 왔어요 ! 다른거 또 주문해봐야겠어요 ! 가성비도 좋고 만족스럽네요 !,0
119,abin*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250428,5,,기기가 손에 감기는맛도 좋고 빠는 힘도 적당히 좋네요 배터리도 대용량이라서 하루종일 갖고 있었는데도 배터리 충분하고 잘빨립니다 액상이 튀거나 새지않아서 좋네요,0
120,lka2***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250426,5,,사용해보니 좋습니다,0
121,dlaw*******,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250422,5,,연초 끊어보려고 구매했습니다! 화이팅~~~,0
122,jsa3***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250428,5,,배송 빠르고 품질도 좋고 지인이 추천해줘서 사봣는데 너무 맘에드네요 같이 일하는 동료도 산다고 하네여 ㅎ,0
123,jaj9***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250423,5,,좋아요! 예쁩니다!,0
124,shoy***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250418,5,,기기 잘 쓰고 있습니다 아쉬운점은 보호케이스에 포함된 마개가 쉽게 헐거워 지네요,0
125,brea*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250502,5,,액상 샐까봐 걱정했는데 액상도 잘안새고 작동잘되네요 디자인도 깔끔하니 맘에 들어요,0
126,jeph****,옵션 선택: 닷모드 투엑스 / 색상 선택: 퍼플,20250328,5,,전에도썻지만 이번껏도 너무 만족스러워요 상용법도간단하고~ 우선 액상이 단한번도 새거나 역류하지않는다는거 그게 젤로만족스럽네여 디자인도이쁘고 실용성도 좋고~ 완전만족!!,0
127,tjdd******,옵션 선택: 신년 다짐 패키지 / 색상 선택: 실버 / 닷팁 X 색상 선택: 스모크,20250410,5,,아직까지 액상 누수 없고 케이스도 잘 사용하고 있습니다. 너무 좋아서 지인에게 계속 추천 해드리고 있어요 배터리도 이틀은 넘게 가는거 같아요,0
128,khj5***,옵션 선택: 닷모드 투엑스 / 색상 선택: 건메탈,20250425,5,,남편이 진짜 연초 애연가인데 제가 너무 힘들어 전자담배를 선물했어요 ㅎㅎ 싫어할줄알았는데 넘 좋아하네요 다행입니다 :),0
129,dlwo*******,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250425,5,,배송 빠르고 좋았습니다,0
130,mcth*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250421,5,,"배송도 빠르고 맛도 너무 좋네용! 디자인,색상 넘 이쁘고 사용법도 너무 간편하여 좋습니다! 사이즈도 저에겐 찰떡이네요! 주변에 바로 전파하겠어요 :)",0
131,hegu****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250423,5,,역시 말이 필요없는 닷모드 2개째~,0
132,jeon****,옵션 선택: 닷모드 투엑스 / 색상 선택: 실버,20250330,5,,원래 쓰던거라 만족하구요 색만 바꿔서 샀는데 배송도 다음날에 오고 너무 좋았어요 배터리가 엄청 오래가서 일주일은 거뜬합니다,0
133,telm***,옵션 선택: 닷모드 투엑스 / 색상 선택: 그린,20250423,5,,닷모드는 역시 전자담배계에 에르메스,0
134,dksw*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250428,5,,일단 디자인이 진짜 이뻐요 ㅎㅎ 담배 필맛 나네요 ㅎ 간지! 타격감도 좋고 제취향이예요!,0
135,gusu***,옵션 선택: 닷모드 투엑스 / 색상 선택: 티파니 블루,20250428,5,,액상 용량도 충분히 들어가고 가격대도 좋아요. 타격감도 적당하고 연초에서 바꿧는데 괜찮네요,0
