,작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
105,mhpa******,컬러: 글로 하이퍼 (그래파이트 블랙),20250502,3,,후반 타격감이 약한건 여전하네요 싼맛에 쓸만해요,0
106,gurw****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250415,4,,정기적으로 구매해서 몇 년 째 사용중입니다. 매번 조금씩 업그레이드 되는 부분이 좋구요. 근데 담배 찐(액기쓰) 같은게 남는거는 어찌 해결이 안되나 보네요;,0
107,hell****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250426,5,,3년째 글로만 쓰는중. 좋음. 다른말 필요없음. 좋음.,0
108,eu****,컬러: 글로 하이퍼 (그래파이트 블랙),20250501,4,,배송도 빠르고 좋아요,0
109,bore*********,컬러: 글로 하이퍼 (그래파이트 블랙),20250501,5,,기대가 됩니다~잘 쓸게요,0
110,hcpa******,컬러: 글로 하이퍼 (말라카이트 틸),20250501,5,,빠른배송과 색상이 고급스러워요,0
111,5t****,컬러: 글로 하이퍼 (말라카이트 틸),20250424,5,,좋아요 퍼플 그린 블랙 세개째 구매합니다,0
112,lk****,컬러: 글로 하이퍼 (그래파이트 블랙),20250429,5,,배송 빠르고 가장 저렴하게 구매한듯 합니다,0
113,masi********,컬러: 글로 하이퍼 (말라카이트 틸),20250503,5,,품질이 매우 훌륭합니다,0
114,mink*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250426,5,,글로가 저에게는 잘 맞는거 같네요. 좋아요,0
115,shs9****,컬러: 글로 하이퍼 (말라카이트 틸),20250501,4,,맛이좋습니다 연초와 가장 비슷함,0
116,wlst********,컬러: 글로 하이퍼 (그래파이트 블랙),20250503,5,,쓰기편합니다 좋아요,0
117,km****,컬러: 글로 하이퍼 (말라카이트 틸),20250425,5,,이전 모델보다 스틱이 부드럽게 잘 들어가고 빠지고 그립갑도 훨신 좋네요^^,0
118,ea2m****,컬러: 글로 하이퍼 (말라카이트 틸),20250325,5,,"일본에서 처음 나왔을 때부터 쓰고 있는데, 슬림만 피워 왔는데 처음 하이퍼 사용해 보네요. 글로는 청소하기 편하고 가격대도 좋아요. 부담없이 사용할 수 있어서 좋아요.",1
119,lsw3***,컬러: 글로 하이퍼 (애미시스트 퍼플),20250429,5,,좋아요 아주만족합니다,0
120,roka******,컬러: 글로 하이퍼 (그래파이트 블랙),20250426,5,,기존 사용하던것보다 더 견고하고 시원한 니낌이 좋아요,0
121,ikke******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250428,5,,글로만 4대째 쓰고 있습니다! 기계 할인 좀 많이 해주세요 담배도 비싼데ㅠ,0
122,pyoj****,컬러: 글로 하이퍼 (그래파이트 블랙),20250429,5,,밧데리가 생각보다 빨리송소됩니다,0
123,dlgu*****,컬러: 글로 하이퍼 (코발트 블루),20250421,5,,간편하고 좋아요 또 구매 할거 같네용,0
124,uruz****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250430,5,,가존에 한개 구매하고 사용하다 두개 재구매 합니다,0
125,dand****,컬러: 글로 하이퍼 (그래파이트 블랙),20250418,5,,매우편리하고 개폐가가능해 위생적이네요 히팅도빠르고 연사도 빠르네요 만족입니다,0
126,cyh6***,컬러: 글로 하이퍼 (말라카이트 틸),20250429,5,,배송도 빠르고 좋아요,0
127,gu****,컬러: 글로 하이퍼 (그래파이트 블랙),20250430,4,,선물용으로 샀는데 배송이 좀느려서 ...,0
128,midd****,컬러: 글로 하이퍼 (그래파이트 블랙),20250422,5,,좋아요 배송빠르고 아주만적,0
129,hjm1*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250420,3,,세컨으로 그럭저럭 잘 시용하고 있어요~ 컬러는 참 이쁩니다^^ 잘 사영할께요~~,0
130,wlsd****,컬러: 글로 하이퍼 (그래파이트 블랙),20250503,5,,좋은가격에 잘 구매했습니다.,0
131,uruz****,컬러: 글로 하이퍼 (말라카이트 틸),20250430,5,,기존에 구매해서 쓰다가 2개 재구매 합니다,0
132,spla***,컬러: 글로 하이퍼 (말라카이트 틸),20250417,5,,기존에 쓰던 X2가 입구 유격이 심해서 스틱이 잘 빠지지 않고 끊어지는 경우가 많아 새로 구입했습니다 디자인 심플하고 색상도 마음에 듭니다,0
133,vb****,컬러: 글로 하이퍼 (말라카이트 틸),20250415,5,,하루종일 사용하기에 무리가 없어요 보통 반갑 조금더 사욘하는데 좋아요 휴대도 편해여,0
134,yoon******,컬러: 글로 하이퍼 (그래파이트 블랙),20250427,5,,기존꺼랑은 좀 다르긴한데 마음에 듭니다 ㅎ,0
135,pass********,컬러: 글로 하이퍼 (애미시스트 퍼플),20250429,5,,비ㅣㅣ송도 빠르고 기기도 매우좋아졌어요,0
136,mico****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250425,5,,깊은 맛이 나고 밧데리가 에어보다 길어서 좋아요,0
137,dman****,컬러: 글로 하이퍼 (그래파이트 블랙),20250418,5,,배송 빠르고 좋아요 제품 작동도 잘되고 저렴하게 구입했습니다,0
138,ca****,컬러: 글로 하이퍼 (그래파이트 블랙),20250419,5,,예상보다 가볍고 사용하기 편리합니다 배송도 예상일보다 빨라 좋았습니다,0
139,jj33***,컬러: 글로 하이퍼 (그래파이트 블랙),20250418,5,,사용하던거라 잘사용할것같아요,0
140,frui****,컬러: 글로 하이퍼 (코발트 블루),20250429,5,,배송빠르고 좋아요.,0
141,ki****,컬러: 글로 하이퍼 (말라카이트 틸),20250503,5,,빠른배송 좋습니다. ㅎㅎ,0
142,xorn*******,컬러: 글로 하이퍼 (그래파이트 블랙),20250428,5,,배송도 빠르고 잘 도착했습니다,0
143,kms1*****,컬러: 글로 하이퍼 (코발트 블루),20250421,5,,좋아요 스틱들만 빨리 업글된게 많이 풀렸으면^^,0
144,ejks***,컬러: 글로 하이퍼 (애미시스트 퍼플),20250423,5,,"디자인도 좋아지고, 배터리 성능이 기존 것 보다 훨씬 좋아진 것 같아요.",0
145,akas*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250407,5,,전 버전 사용하다가 맛(?이 약해져서 업글버전으로 주문해봤어요~ 캡슐 터쳤을때 향에대한 만족도 완전상향 . 배터리용량도 하룻동안 사용해도 방전은 안됐어요. 4칸 중 2칸정도는 남아 있어서 굿!! 사용 잘하고 있습니다,0
146,bizi****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250503,2,,"그냥 그래요.....특히, 배터리용량이 너무 아쉽다는,,,, 그리고, 마지막을 알리는 진동은 왜 빼버린건지,,,, 진동울리면 이미 끝났다는 얘기,,,,",0
147,bari***,컬러: 글로 하이퍼 (그래파이트 블랙),20250413,5,,사용해보고 괜찮아서 다른색상으로 재구매 했어요,0
148,gspa****,컬러: 글로 하이퍼 (그래파이트 블랙),20250506,2,,아.. 이거 찐냄새 너무 많이 나요. 전에께 훨씬 좋네요... 피우고나서 차에 기계를 둘수가 없을 지경이에요.,0
149,gfxv******,컬러: 글로 하이퍼 (말라카이트 틸),20250429,5,,디자인이 마음에 들어요😀,0
150,ijs8*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250423,5,,잘쓰고 있어요 !! 다른 전담보다 좋아요,0
151,ace2***,컬러: 글로 하이퍼 (그래파이트 블랙),20250430,5,,써보니 글로하이퍼가 제일 나아요.. ㅎㅎ,0
152,rail******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250420,5,,먼저 쓰던 구버젼보다 디자인도 좋고 그립감이 좋네요,0
153,chan*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250430,5,,선물용으로 추가 구매했어요,0
154,qu****,컬러: 글로 하이퍼 (코발트 블루),20250425,5,,디자인 이쁘고 사용하기도 편하고 좋아요,0
155,carr*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250426,5,,손에 쥐는 그립감이 상당히 좋습니다.,0
156,kor2*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250424,4,,제품은 상당히 좋고가볍고 담배맛떠한좋은데 상담이느립니다,0
157,jh****,컬러: 글로 하이퍼 (그래파이트 블랙),20250413,3,,기존게 배터리도 오래되고 회사용과 퇴근용 구분위해 구입했고 한 2년 무난하게 사용하길 기대합니다,0
158,sldh****,컬러: 글로 하이퍼 (그래파이트 블랙),20250423,5,,잘쓰고 있습니다. 감사합니다.,0
159,2gus***,컬러: 글로 하이퍼 (그래파이트 블랙),20250422,5,,일본가서 기기 떨구고 와서 눈물 보태서 재구매 했습니다 글로는 맛도립니다 예,0
160,dd****,컬러: 글로 하이퍼 (코발트 블루),20250410,4,,"빠른배송 감사합니다. 글립감도 좋고, 가성비가 좋네요. 잘 사용하겠습니다.",0
161,bbcr***,컬러: 글로 하이퍼 (그래파이트 블랙),20250418,4,,기존에 쓰고 있던 장비 분실 후 재구매 건입니다 색상은 블랙으로 사봤는데 만족합니다,0
162,pimh**********,컬러: 글로 하이퍼 (그래파이트 블랙),20250404,5,,"상품이 잘도착했습니다 ~ 기존에 글로미니2 제품 을 쓰다가 변경했는데 타격감은 비슷한거같고 가열할때 쫌 빠른거같습니다 담배크기도 바껴서 여러맛 가능하며 , 개선된 제품이라 충전도 C타입 상품 생김새도 이쁘고 😍 담배도 꼽을때 딱 사이즈 맞고. 고정되서 좋고 , 연초보다 확실히 좋습니다!",0
163,ehdd******,컬러: 글로 하이퍼 (코발트 블루),20250416,5,,만족하면서 피다가 하이퍼로 다시 구매했어요~~~!! 좋아요 전담,0
164,ah****,컬러: 글로 하이퍼 (그래파이트 블랙),20250417,3,,묵직했덩 이전기기에 비해 가벼워 기대보다는 만족감이 덜하다 검정색이 이쁠줄 알고 샀는데 안이쁨...,0
165,nk****,컬러: 글로 하이퍼 (그래파이트 블랙),20250425,5,,감사합니다 사장님 잘 쓰고 있습니다,0
166,vago*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250423,4,,그립감이 좋습니다 컬러도 좋고,0
167,kisu****,컬러: 글로 하이퍼 (그래파이트 블랙),20250418,4,,배송이 빨라요. 연무량이 생각보다 약합니다.,0
168,hych*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250423,5,,배송빠르고 포장도 깔끔 성능도 좋아요,0
169,sexy****,컬러: 글로 하이퍼 (그래파이트 블랙),20250423,5,,여행가서 가볍게 쓰려고 구매했는데 실물이 훨씬 고급스럽네요.,0
170,dufu***,컬러: 글로 하이퍼 (말라카이트 틸),20250429,5,,존맛탱구리 짱짱맨 햄북기,0
171,shtl*****,컬러: 글로 하이퍼 (말라카이트 틸),20250415,5,,배송 빠르구요 처음 사용해보지만 적응되면 괜찮겠죠..,0
172,mins******,컬러: 글로 하이퍼 (그래파이트 블랙),20250421,5,,배송빠르고 디자인도 예뻐요 시간도 길어진 것 같아요 잘 사용하겠습니다!,0
173,bben***,컬러: 글로 하이퍼 (그래파이트 블랙),20250426,5,,매우 만족 적극 추천입니다,0
174,wjdd******,컬러: 글로 하이퍼 (말라카이트 틸),20250424,5,,하이퍼만 쭉사용중인데 디자인이좋아요~^^,0
175,tota******,컬러: 글로 하이퍼 (그래파이트 블랙),20250423,5,,전에 쓰던거보다 배터리도 오래가고 담배도 안빠져서 좋내요,0
176,inno****,컬러: 글로 하이퍼 (그래파이트 블랙),20250418,5,,항상 잘 쓰고 있어요!!! 사용하기 편하고 좋아요!!!,0
177,mary*******,컬러: 글로 하이퍼 (코발트 블루),20250428,5,,괜찮아서 재구매할거같음,0
178,wo****,컬러: 글로 하이퍼 (말라카이트 틸),20250422,5,,아직 사용전이긴 하지만 동일상품 보유중이므로 아는 맛 입니다,0
179,rtsd****,컬러: 글로 하이퍼 (코발트 블루),20250430,5,,첫 전자담배 적응하고 있네오ㅓ,0
180,suoi*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250301,5,,"배송도 빠르고 설명서, 포장도 예뻐서 만족스럽습니다. 연초는 건강이 안 좋아지는게 느껴져서, 첫 도전으로 구매한건데 몸이 좋아지는게 체감도 되고 담배고 깔끔하고 사용하기도 편해서 좋네요 ㅎㅎ잘 쓰겠습니다!! 감사합니다☺️",3
181,ron2***,컬러: 글로 하이퍼 (그래파이트 블랙),20250429,5,,아주 좋은 담배입니다,0
182,aust*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250326,5,,슬림보다 훨 좋아진듯 흡연시간도 더 길어지고 분무량도 만족 그런데 60명안에 안들었나요? 배터리는 없네요? 감사합니다.,0
183,danc******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250423,5,,빠른 배송 감사합니다,0
184,powe********,컬러: 글로 하이퍼 (애미시스트 퍼플),20250420,5,,재구매했어요 이게 저한테 잘맞네여,0
185,ki****,컬러: 글로 하이퍼 (그래파이트 블랙),20250421,5,,포장도 꼼꼼하게왔고 기계도 맘에 듭니다.,0
186,gurg*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250326,5,,"같은 기종을 사용중 한 대 더 구매했어요 개인적으로 이번 제품은 여러 글로 제품들 중에서 가장 만족도가 높습니다 하지만, 사용시간이 길어지면서 기계에서 나는 쩐내는 어떻게 해결이 안되네요 그래서 하나 더 구매해요 좀 더 적극적으로 청소를 할 수 있게 구조를 만들어주시면 훨씬 높은 만족도를 기대할 수 있을 듯합니다",0
187,dill****,컬러: 글로 하이퍼 (코발트 블루),20250402,5,,가격대비 성능과 디자인이 탁월해요,0
188,ay****,컬러: 글로 하이퍼 (그래파이트 블랙),20250414,5,,가벼워서 들고다니기 편하고 세기 조절도 잘 돼고 흡입력도 좋아요 착한가격이라 한번 사보시는거 추천 !,0
189,free*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250401,5,,예쁜 디자인으로 되어서 좋아요. 예전부터 글루를 2번 구매해서 사용하구 다시 하이퍼로 재구매했어요. 총3개의 기계사용중.이게 디자인과 파지는 제일 좋은 느낌.연무량이 좀더 많았으면 더 좋겠네요.,0
190,sky2*******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250329,5,,글로 시리즈만 몇년째 쓰고 있지만 내구성 빼면 가격도 저렴하고 괜찮습니다.. 배송도 빠르고 사용하기도 편리해요! 꼭 기기등록 하시고 고장시 A/S 받으시면 새기기로 1년강 보장해 줍니다! 2개 구매하면 하나 고장나도 as받는 동안 사용함에 불편함이 없어요,0
191,teet****,컬러: 글로 하이퍼 (그래파이트 블랙),20250416,2,,가끔 삽니다 AS받기는 어려울거 같아서 삽니다 조금 더 견고하게 제작해주시면 좋을것 같습니다. 하단부 고무 부분,0
192,jiwo*****,컬러: 글로 하이퍼 (코발트 블루),20250417,5,,배송 빠르고 좋아요 잘쓰겠습니다,0
193,gabr****,컬러: 글로 하이퍼 (그래파이트 블랙),20250412,5,,조금 더 타격감이 있어요 슬림보다 더 좋은것 같습니다. 색상도 블랙으로 좋구요.ㅎㅎ,0
194,ci****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250328,3,,빨리 구매한거같은데 선착순에 못들어 갔다니... 믹스 쓰다가 고장나서 글로사봤는데 찐담배맛이 쫌납니다 캡슐 터트려야 좀 덜함 무화량은 적은편 입니다 몇초 기다렸다 흡입해야 무화량 증가해요 기계 자체는 보급형이라 그냥 그래요,0
195,hwan***,컬러: 글로 하이퍼 (그래파이트 블랙),20250409,5,,"써보니 하이퍼 시리즈보다 히팅 온도가 더 높게 되어있나보네요 실제로 만져보니 그립감,디자인도 괜찮구요 만족합니다",0
